list-idl-s,2,32,1,192,468466,2439
list-i-s,4,2,1,24,134353,5598
list-d-s,4,2,1,24,106062,4419
list-l-s,4,2,1,24,154653,6443
list-id-s,4,2,1,24,96040,4001
list-il-s,4,2,1,24,105319,4388
list-dl-s,4,2,1,24,176641,7360
list-idl-s,4,2,1,24,175525,7313
list-i-s,4,4,1,48,175153,3649
list-d-s,4,4,1,48,121347,2528
list-l-s,4,4,1,48,130173,2711
list-id-s,4,4,1,48,171495,3572
list-il-s,4,4,1,48,168863,3517
list-dl-s,4,4,1,48,106986,2228
list-idl-s,4,4,1,48,159351,3319
list-i-s,4,8,1,96,180779,1883
list-d-s,4,8,1,96,174655,1819
list-l-s,4,8,1,96,144680,1507
list-id-s,4,8,1,96,165471,1723
list-il-s,4,8,1,96,154944,1614
list-dl-s,4,8,1,96,180855,1883
list-idl-s,4,8,1,96,189027,1969
list-i-s,4,16,1,192,226688,1180
list-d-s,4,16,1,192,177494,924
list-l-s,4,16,1,192,219656,1144
list-id-s,4,16,1,192,190503,992
list-il-s,4,16,1,192,316478,1648
list-dl-s,4,16,1,192,338613,1763
list-idl-s,4,16,1,192,439284,2287
list-i-s,4,32,1,384,188529,490
list-d-s,4,32,1,384,172713,449
list-l-s,4,32,1,384,1213853,3161
list-id-s,4,32,1,384,209435,545
list-il-s,4,32,1,384,2184914,5689
list-dl-s,4,32,1,384,919516,2394
list-idl-s,4,32,1,384,762412,1985
list-i-s,8,2,1,48,262385,5466
list-d-s,8,2,1,48,243270,5068
list-l-s,8,2,1,48,265021,5521
list-id-s,8,2,1,48,233862,4872
list-il-s,8,2,1,48,214840,4475
list-dl-s,8,2,1,48,232367,4840
list-idl-s,8,2,1,48,241272,5026
list-i-s,8,4,1,96,217018,2260
list-d-s,8,4,1,96,216633,2256
list-l-s,8,4,1,96,227217,2366
list-id-s,8,4,1,96,245855,2560
list-il-s,8,4,1,96,225709,2351
list-dl-s,8,4,1,96,210544,2193
list-idl-s,8,4,1,96,194624,2027
list-i-s,8,8,1,192,240846,1254
list-d-s,8,8,1,192,256580,1336
list-l-s,8,8,1,192,242890,1265
list-id-s,8,8,1,192,305582,1591
list-il-s,8,8,1,192,707890,3686
list-dl-s,8,8,1,192,855444,4455
list-idl-s,8,8,1,192,720249,3751
list-i-s,8,16,1,384,271606,707
list-d-s,8,16,1,384,273092,711
